Port Security,World Water Body,Railway,Cranes - Floating,Supplies - Provisions,Communications - Telefax,Publication Link,Facilities - Wharves,Harbor Type,Facilities - Ice Mooring,UN/LOCODE,Entrance Restriction - Ice,OID,Supplies - Fuel Oil,Services - Navigation Equipment,Offshore Maximum Vessel Beam (m),Facilities - Liquid Bulk,IHO S-57 Electronic Navigational Chart,Underkeel Clearance Management System,Pilotage - Advisable,Country Code,Region Name,Quarantine - Pratique,Harbor Use,Facilities - Med Mooring,IHO S-130 Sea Area,Facilities - Dangerous Cargo Anchorage,Lifts - 0-24 Tons,Services - Electrical Repair,Offshore Maximum Vessel Length (m),Facilities - Oil Terminal,Tidal Range (m),Vessel Traffic Service,First Port of Entry,Cranes - Fixed,Supplies - Engine,Estimated Time of Arrival Message,Search and Rescue,Entrance Restriction - Tide,Pilotage - Available,Communications - Radiotelephone,NAVAREA,Quarantine - Other,Anchorage Depth (m),Main Port Name,Facilities - Container,Services - Electricity,Pilotage - Local Assistance,Degaussing,Channel Depth (m),Dirty Ballast Disposal,Latitude,Supplies - Potable Water,Traffic Separation Scheme,World Port Index Number,Quarantine - Sanitation,Maximum Vessel Beam (m),Facilities - Beach Mooring,geometry,Communications - Telephone,Shelter Afforded,Oil Terminal Depth (m),Chemical Holding Tank Disposal,Maximum Vessel Draft (m),Supplies - Deck,Cranes Container,US Representative,Facilities - Solid Bulk,Entrance Restriction - Heavy Swell,Communications - Rail,Lifts - 100+ Tons,Alternate Port Name,Facilities - Breakbulk,Facilities - Anchorage,Services - Longshoremen,Sailing Direction or Publication,Facilities - Ro-Ro,Services -Diving,Entrance Restriction - Other,Facilities - Other,Longitude,Repairs,Dry Dock,Digital Nautical Chart,Maximum Vessel Length (m),Offshore Maximum Vessel Draft (m),Supplies - Aviation Fuel,Pilotage - Compulsory,Good Holding Ground,Overhead Limits,Communications - Airport,Tugs - Assistance,Lifts - 50-100 Tons,Supplies - Diesel Oil,Turning Area,Lifts - 25-49 Tons,Harbor Size,Garbage Disposal,Services - Ice Breaking,Facilities - LNG Terminal,Communications - Radio,Services -Steam,Liquified Natural Gas Terminal Depth (m),Cargo Pier Depth (m),Cranes - Mobile,Tugs - Salvage,Medical Facilities,IHO S-101 Electronic Navigational Chart,Standard Nautical Chart,Entrance Width (m)
Unknown,Baltic Sea; North Atlantic Ocean,Unknown,Unknown,Unknown,Yes,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub194bk.pdf&type=view,Yes,Coastal (Natural),Unknown,SE RNH,Yes,3257.0,Unknown,Unknown,0.0,No,,Unknown,Unknown,Sweden,Gotland -- 24806,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,0.0,No,0.0,Unknown,No,Unknown,Unknown,Yes,Unknown,No,Yes,Yes,I,Unknown,4.9,Ronehamn,No,Unknown,Yes,Unknown,21.6,Yes,57.116667,Yes,Unknown,24810.0,Unknown,6.6,Unknown,POINT (18.5 57.116667),Yes,Fair,0.0,Unknown,4.0,Unknown,Unknown,No,No,No,Unknown,Unknown,,Yes,Yes,Unknown,Sailing Directions Pub. 194 (Enroute) - Baltic Sea (Southern Part),No,Unknown,Yes,Unknown,18.5,Limited,Unknown,"coa22p, gen22e",35.0,0.0,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,No,Unknown,Small,Yes,Unknown,No,Yes,Unknown,0.0,6.4,Unknown,No,Yes,,"44160, 44420",0.0
Unknown,Sea of Azov; Black Sea; North Atlantic Ocean,Unknown,Unknown,Yes,Unknown,https://msi.geo.nga.mil/Publications/SDEnroute,Unknown,River (Natural),Unknown,RU TMR,Yes,3258.0,Yes,Unknown,0.0,Unknown,,Unknown,Unknown,Russia,Russia -- 44030,Unknown,Unknown,Unknown,,Unknown,Yes,Unknown,0.0,Unknown,0.0,Unknown,No,Yes,Unknown,Yes,Unknown,No,Yes,Unknown,III,Unknown,1.8,Temryuk,Unknown,Unknown,Unknown,Unknown,3.4,No,45.35,Yes,Unknown,44140.0,Unknown,0.0,Unknown,POINT (37.35 45.35),Unknown,Fair,0.0,Unknown,0.0,Unknown,Unknown,No,Unknown,Yes,Yes,Unknown,,Unknown,Unknown,Unknown,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),Unknown,Unknown,Yes,Unknown,37.35,Limited,Unknown,"a1043900, coa10a, gen10b",0.0,0.0,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,Very Small,Yes,Unknown,Unknown,Yes,Unknown,0.0,3.4,Yes,Unknown,Yes,,55200.0,0.0
Unknown,Rio de la Plata; South Atlantic Ocean,Small,Yes,Yes,Yes,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub124bk.pdf&type=view,Yes,River (Natural),Unknown,AR ROS,No,3259.0,Yes,Unknown,0.0,Unknown,,Unknown,Yes,Argentina,Argentina -- 13310,Yes,Unknown,Unknown,,Unknown,Yes,Unknown,0.0,Unknown,0.0,Unknown,Yes,Yes,Unknown,Yes,Unknown,No,Yes,Yes,VI,Yes,0.0,Rosario,Unknown,Unknown,Unknown,Unknown,6.4,Yes,-32.95,Yes,Unknown,13630.0,Yes,0.0,Unknown,POINT (-60.633333 -32.95),Yes,Excellent,4.9,Unknown,0.0,Unknown,Unknown,No,Unknown,No,Yes,Unknown,,Unknown,Unknown,Yes,Sailing Directions Pub. 124 (Enroute) - East Coast of South America,Unknown,Unknown,Yes,Unknown,-60.633333,Moderate,Unknown,gen07a,0.0,0.0,Unknown,Yes,Unknown,No,Yes,Yes,Yes,Yes,Unknown,Yes,Medium,Yes,Unknown,Unknown,Yes,Unknown,0.0,7.9,Yes,Unknown,Yes,,,0.0
Unknown,Alaska-Canada coastal waters; North Pacific Ocean,Medium,Unknown,Unknown,Unknown,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub154bk.pdf&type=view,Yes,River (Natural),Unknown,CA PTC,No,3260.0,Unknown,Unknown,0.0,Unknown,,Unknown,Unknown,Canada,Canada West Coast -- 18080,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,0.0,Unknown,4.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Unknown,XII,Unknown,14.0,Port Coquitlam,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,49.233333333,Unknown,Unknown,18130.0,Unknown,0.0,Unknown,POINT (-122.766667 49.233333),Unknown,Good,0.0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,No,Yes,Unknown,,Unknown,Unknown,Unknown,Sailing Directions Pub. 154 (Enroute) - British Columbia,Unknown,Unknown,Yes,Unknown,-122.766666667,Unknown,Unknown,gen26b,0.0,0.0,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Very Small,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,6.4,Unknown,Unknown,Unknown,,18400.0,0.0
Unknown,Gulf of Finland; Baltic Sea; North Atlantic Ocean,Small,Unknown,Unknown,Unknown,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub195bk.pdf&type=view,Unknown,Coastal (Breakwater),Unknown,FI TOK,Yes,3261.0,Yes,Unknown,0.0,Unknown,,Unknown,Unknown,Finland,Finland -- 27380,Yes,Unknown,Unknown,,Unknown,Yes,Unknown,0.0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,I,Unknown,11.0,Tolkkinen,Unknown,Unknown,Unknown,Unknown,6.4,Yes,60.033333,Yes,Unknown,27850.0,Yes,0.0,Unknown,POINT (25.583333 60.033333),Yes,Fair,0.0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,,Unknown,Unknown,Yes,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,Unknown,Unknown,Unknown,Unknown,25.583333,Unknown,Unknown,"coa22v, gen22d",0.0,0.0,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Very Small,Yes,Unknown,Unknown,Yes,Unknown,0.0,6.4,Yes,Unknown,Yes,,44340.0,0.0
Unknown,North Sea; North Atlantic Ocean,Small,Unknown,Unknown,Unknown,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,Unknown,River (Natural),Unknown,GB WTS,No,3262.0,Yes,Unknown,0.0,Unknown,,Unknown,Unknown,United Kingdom,England East Coast -- 31330,Unknown,Unknown,Unknown,,Unknown,Yes,Unknown,0.0,Unknown,4.0,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,I,Yes,3.4,Whitstable,Unknown,Unknown,Unknown,Unknown,1.8,No,51.366667,Yes,Unknown,31360.0,Yes,0.0,Unknown,POINT (1.033333 51.366667),Yes,Fair,0.0,Unknown,0.0,Unknown,Unknown,No,Unknown,No,Yes,Unknown,,Unknown,Yes,Unknown,Sailing Directions Pub. 192 (Enroute) - North Sea,Unknown,Unknown,Yes,Unknown,1.033333,Limited,Small,"a2031470, coa20d, gen20b",0.0,0.0,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Small,Yes,Unknown,Unknown,Yes,Unknown,0.0,4.9,Yes,Unknown,Yes,,37040.0,0.0
Yes,Bay of Fundy; North Atlantic Ocean,Unknown,Yes,Yes,Yes,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub145bk.pdf&type=view,Yes,Coastal (Breakwater),Unknown,CA SJB,Yes,3263.0,Yes,Yes,0.0,Unknown,,Unknown,Unknown,Canada,Nova Scotia Cont -- 6070,Yes,Cargo,Unknown,,Unknown,Unknown,Yes,339.8,Unknown,9.0,Unknown,Yes,Unknown,Yes,Yes,Unknown,No,Yes,Yes,IV,Unknown,9.4,St John,Unknown,Yes,Unknown,Unknown,7.9,No,45.266667,Yes,Unknown,6550.0,Yes,55.0,Unknown,POINT (-66.05 45.266667),Yes,Excellent,0.0,Unknown,15.0,Yes,Unknown,Yes,Unknown,No,Yes,Yes,,Unknown,Unknown,Yes,Sailing Directions Pub. 145 (Enroute) - Nova Scotia and the Saint Lawrence,Unknown,Unknown,Yes,Unknown,-66.05,Major,Large,"a1806550, coa18b, gen18a, h1806550",345.0,25.0,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Medium,Yes,Unknown,Unknown,Yes,Unknown,26.0,0.0,Yes,Unknown,Yes,,14016.0,0.0
Unknown,Rio de la Plata; South Atlantic Ocean,Unknown,Unknown,Yes,Yes,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub124bk.pdf&type=view,Yes,River (Natural),Unknown,AR SNS,No,3264.0,Yes,Unknown,0.0,Unknown,,Unknown,Unknown,Argentina,Argentina -- 13310,Yes,Unknown,Unknown,,Unknown,Yes,Unknown,0.0,Unknown,0.0,Unknown,Unknown,Yes,Unknown,Yes,Unknown,No,Yes,Yes,VI,Yes,9.4,San Nicolas,Unknown,Yes,Unknown,Unknown,9.4,Yes,-33.333333,Yes,Unknown,13650.0,Yes,0.0,Unknown,POINT (-60.233333 -33.333333),Yes,Excellent,9.4,Unknown,0.0,Unknown,Unknown,No,Unknown,No,Yes,Yes,,Unknown,Yes,Unknown,Sailing Directions Pub. 124 (Enroute) - East Coast of South America,Unknown,Unknown,No,Unknown,-60.233333,Limited,Unknown,gen07a,0.0,0.0,Unknown,Yes,Unknown,Yes,Unknown,Yes,Unknown,Yes,Unknown,Yes,Very Small,Yes,Unknown,Unknown,Yes,Unknown,0.0,9.4,Yes,No,Yes,,,0.0
Unknown,Kattegat; North Atlantic Ocean,Small,Unknown,Unknown,Unknown,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub193bk.pdf&type=view,Unknown,Coastal (Breakwater),Unknown,DK TED,Unknown,3265.0,Yes,Unknown,0.0,Unknown,,Unknown,Unknown,Denmark,Jylland -- 30020,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,0.0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,I,Yes,9.4,Thisted,Unknown,Unknown,Unknown,Unknown,4.9,Unknown,56.95,Yes,Unknown,30457.0,Yes,0.0,Unknown,POINT (8.7 56.95),Unknown,Fair,0.0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,,Unknown,Unknown,Yes,Sailing Directions Pub. 193 (Enroute) - Skagerrak and Kattegat,Unknown,Unknown,Unknown,Unknown,8.7,Unknown,Unknown,"coa21b, gen21a",0.0,0.0,Unknown,Yes,Unknown,Yes,Yes,No,Unknown,Unknown,Yes,Unknown,Very Small,Unknown,Unknown,Unknown,Yes,Unknown,0.0,3.4,Unknown,No,Yes,,,0.0
Unknown,Lake Michigan; Great Lakes,Small,Unknown,Yes,Yes,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp6/CPB6_WEB.pdf,Yes,Coastal (Breakwater),Unknown,US UGN,Yes,3266.0,Yes,Unknown,0.0,Unknown,,Unknown,Unknown,United States,US Lake Michigan -- 4570,Yes,Unknown,Unknown,,Unknown,Unknown,Unknown,0.0,Unknown,0.0,Unknown,No,Unknown,Yes,No,Unknown,No,Unknown,Unknown,IV,Unknown,6.4,Waukegan,Unknown,Unknown,Unknown,Unknown,4.9,No,42.366667,Yes,Unknown,4830.0,Yes,0.0,Unknown,POINT (-87.816667 42.366667),Yes,Fair,0.0,Unknown,0.0,Yes,Unknown,No,Unknown,No,Unknown,Unknown,,Unknown,Unknown,Yes,U.S. Coast Pilot 6 - Great Lakes and their connecting waterways,Unknown,Unknown,Yes,Unknown,-87.816667,Limited,Unknown,gen28a,0.0,0.0,Unknown,Yes,Yes,Yes,Yes,No,Unknown,Yes,Yes,Unknown,Small,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,4.9,Unknown,No,Yes,,,0.0
Unknown,Black Sea; North Atlantic Ocean,Small,Unknown,Yes,Unknown,https://msi.geo.nga.mil/Publications/SDEnroute,Yes,Coastal (Breakwater),Unknown,RU TUA,No,3267.0,Yes,Yes,0.0,Unknown,,Unknown,Yes,Russia,Russia -- 44030,Yes,Unknown,Yes,,Unknown,Unknown,Yes,0.0,Unknown,1.0,Unknown,No,Unknown,Yes,Yes,Unknown,No,Yes,Yes,III,Yes,12.5,Tuapse,Unknown,Yes,Unknown,Unknown,12.5,No,44.1,Yes,Unknown,44230.0,Unknown,0.0,Unknown,POINT (39.066667 44.1),Yes,Good,9.4,Unknown,0.0,Yes,Unknown,No,Unknown,No,Yes,Unknown,,Unknown,Unknown,Unknown,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),Unknown,Unknown,Yes,Unknown,39.066667,Major,Unknown,"a1044230, coa10a, gen10b",0.0,0.0,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Small,Yes,Unknown,Unknown,Yes,Yes,0.0,6.4,Unknown,No,Yes,,55180.0,0.0
Unknown,Rio de la Plata; South Atlantic Ocean,Unknown,Unknown,Yes,Yes,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub124bk.pdf&type=view,Yes,River (Natural),Unknown,AR IBY,Unknown,3268.0,Yes,Unknown,0.0,Unknown,,Unknown,Unknown,Argentina,Argentina -- 13310,Yes,Unknown,Unknown,,Unknown,Yes,Unknown,0.0,Unknown,0.0,Unknown,Unknown,Yes,No,Unknown,Unknown,Unknown,Yes,Yes,VI,Yes,7.9,Puerto Ibicuy,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,-33.75,Yes,Unknown,13690.0,Yes,0.0,Unknown,POINT (-59.183333 -33.75),Unknown,Excellent,0.0,Unknown,0.0,No,Unknown,No,Unknown,Unknown,Yes,Unknown,,Unknown,Unknown,Unknown,Sailing Directions Pub. 124 (Enroute) - East Coast of South America,Unknown,Unknown,Unknown,Unknown,-59.183333,,Unknown,gen07a,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,No,Unknown,Unknown,Very Small,Unknown,Unknown,Unknown,Yes,Unknown,0.0,6.4,Yes,No,Yes,,,0.0
Unknown,North Sea; North Atlantic Ocean,Medium,Unknown,Yes,Unknown,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,Yes,River (Tide Gates),Unknown,NL TNZ,No,3269.0,Yes,Unknown,0.0,Unknown,,Unknown,Yes,Netherlands,Netherlands -- 30980,No,Unknown,Unknown,,Unknown,Yes,Unknown,0.0,Unknown,4.0,Unknown,No,Yes,Yes,Yes,Unknown,No,Yes,Unknown,I,Unknown,14.0,Terneuzen,Unknown,Unknown,Unknown,Unknown,9.4,Yes,51.35,Yes,Unknown,31220.0,Yes,0.0,Unknown,POINT (3.816667 51.35),Unknown,Good,7.9,Unknown,0.0,Yes,Unknown,Unknown,Unknown,No,Yes,Unknown,Neuzen,Unknown,Yes,Yes,Sailing Directions Pub. 192 (Enroute) - North Sea,Unknown,Unknown,Yes,Unknown,3.816667,Limited,Medium,"a2131250, coa21a, gen21a, h2131220",0.0,0.0,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Medium,Yes,Unknown,Unknown,Yes,Unknown,0.0,4.9,Yes,Unknown,Yes,,37250.0,0.0
Unknown,North Sea; North Atlantic Ocean,Unknown,Unknown,Unknown,Unknown,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub182bk.pdf&type=view,Yes,Coastal (Natural),Unknown,NO SAU,Yes,3270.0,No,Unknown,0.0,No,,Unknown,Yes,Norway,Norway -- 20620,Unknown,Unknown,Unknown,,Unknown,Yes,Unknown,0.0,No,0.0,Unknown,Yes,Yes,Unknown,Yes,Unknown,No,Yes,Yes,I,Unknown,11.0,Sauda,No,Unknown,Unknown,Unknown,0.0,No,59.636944444,Yes,Unknown,23460.0,Yes,32.3,Yes,POINT (6.341111 59.636944),Yes,Good,0.0,Unknown,0.0,Unknown,Unknown,No,Yes,Yes,Unknown,Unknown,,Yes,Yes,Yes,Sailing Directions Pub. 182 (Enroute) - North and West Coasts of Norway,Yes,Unknown,Yes,Unknown,6.341111111,Limited,Unknown,gen21a,200.0,0.0,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Very Small,Unknown,Unknown,No,Yes,Unknown,0.0,3.4,Unknown,No,Yes,,,0.0
Unknown,Norwegian Sea; North Atlantic Ocean,Unknown,Unknown,Unknown,Yes,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub182bk.pdf&type=view,Yes,Coastal (Natural),Unknown,NO SVI,No,3271.0,Unknown,Unknown,0.0,Unknown,,Unknown,Unknown,Norway,Norway -- 20620,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,0.0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,No,Unknown,Unknown,XIX,Unknown,0.0,Ornes,Unknown,Unknown,Unknown,Unknown,23.2,No,66.864722222,Unknown,Unknown,22520.0,Unknown,0.0,Unknown,POINT (13.706944 66.864722),Yes,Fair,0.0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,,Unknown,Yes,Unknown,Sailing Directions Pub. 182 (Enroute) - North and West Coasts of Norway,Unknown,Unknown,Yes,Unknown,13.706944444,Unknown,Unknown,coa22h,0.0,0.0,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Very Small,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,9.4,Unknown,Unknown,Yes,,43180.0,0.0
Unknown,South Atlantic Ocean,Small,Unknown,Yes,Yes,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub124bk.pdf&type=view,Yes,Coastal (Breakwater),Unknown,AR PRS,Unknown,3272.0,Yes,Unknown,0.0,Unknown,,Unknown,Yes,Argentina,Argentina -- 13310,Yes,Unknown,Unknown,,Unknown,Yes,Unknown,0.0,Unknown,2.0,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,VI,Yes,17.1,Puerto Rosales,Unknown,Unknown,Unknown,Unknown,0.0,No,-38.933333,Yes,Unknown,13800.0,Yes,0.0,Unknown,POINT (-62.066667 -38.933333),Yes,Good,4.9,Unknown,0.0,Unknown,Unknown,No,Unknown,Unknown,Yes,Unknown,Puerto Arroyo Pareja; Puerto Pareja,Unknown,Unknown,Unknown,Sailing Directions Pub. 124 (Enroute) - East Coast of South America,Unknown,Unknown,Yes,Unknown,-62.066667,Limited,Unknown,"a0713800, coa07a, gen07a, h0713800",0.0,0.0,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Very Small,Unknown,Unknown,Unknown,Yes,Unknown,0.0,4.9,Yes,Unknown,Yes,,23122.0,0.0
Unknown,North Sea; North Atlantic Ocean,Unknown,Unknown,Unknown,Yes,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,Unknown,Coastal (Breakwater),Unknown,GB WTB,No,3273.0,Yes,Unknown,0.0,Unknown,,Unknown,Yes,United Kingdom,England East Coast -- 31330,Unknown,Unknown,Unknown,,Unknown,Yes,Unknown,0.0,Unknown,4.0,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,I,Unknown,12.5,Whitby,Unknown,Unknown,Unknown,Unknown,4.9,No,54.483333,Yes,Unknown,31700.0,Unknown,0.0,Unknown,POINT (-0.616667 54.483333),Yes,Good,0.0,Unknown,0.0,Unknown,Unknown,No,Unknown,Yes,Yes,Unknown,,Unknown,Unknown,Yes,Sailing Directions Pub. 192 (Enroute) - North Sea,Unknown,Unknown,Yes,Unknown,-0.616667,Limited,Unknown,"coa20e, gen20b",0.0,0.0,Unknown,Yes,Unknown,Yes,Unknown,No,Yes,Yes,Unknown,Yes,Small,Yes,Unknown,Unknown,Yes,Unknown,0.0,1.8,Yes,No,Yes,,35006.0,0.0
Unknown,Lake Huron; Great Lakes,Medium,Unknown,Yes,Unknown,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp6/CPB6_WEB.pdf,Yes,River (Natural),Unknown,US SGM,Yes,3274.0,Yes,Unknown,0.0,Unknown,,Unknown,Unknown,United States,US Lake Huron -- 4300,Yes,Unknown,Unknown,,Unknown,Unknown,Unknown,0.0,Unknown,0.0,Unknown,Yes,Yes,Yes,No,Unknown,No,Unknown,Unknown,IV,Unknown,6.4,Saginaw,Unknown,Yes,Unknown,Unknown,7.9,No,43.433333,Yes,Unknown,4410.0,Yes,0.0,Unknown,POINT (-83.933333 43.433333),Unknown,Excellent,4.9,Unknown,0.0,Yes,Unknown,No,Unknown,No,Unknown,Unknown,,Unknown,Unknown,Unknown,U.S. Coast Pilot 6 - Great Lakes and their connecting waterways,Unknown,Unknown,Yes,Unknown,-83.933333,Major,Unknown,h1802740,0.0,0.0,Unknown,Yes,Yes,Yes,Yes,No,Unknown,Yes,Yes,Yes,Small,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,6.4,Yes,No,Yes,,,0.0
Unknown,Lake Michigan; Great Lakes,Small,Unknown,Yes,Unknown,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp6/CPB6_WEB.pdf,Yes,River (Natural),Unknown,US SXX,Yes,3275.0,Yes,Unknown,0.0,Unknown,,Unknown,Unknown,United States,US Lake Michigan -- 4570,Yes,Unknown,Unknown,,Unknown,Yes,Unknown,0.0,Unknown,0.0,Unknown,No,Unknown,Yes,No,Unknown,No,Unknown,Unknown,IV,Unknown,7.9,St Joseph,Unknown,Yes,Unknown,Unknown,6.4,No,42.116667,Yes,Unknown,4740.0,Yes,0.0,Unknown,POINT (-86.483333 42.116667),Yes,Fair,0.0,Unknown,0.0,Yes,Unknown,No,Unknown,No,Unknown,Unknown,Benton Harbor,Unknown,Unknown,Unknown,U.S. Coast Pilot 6 - Great Lakes and their connecting waterways,Unknown,Unknown,Yes,Unknown,-86.483333,Moderate,Unknown,coa17a,0.0,0.0,Unknown,Yes,No,Yes,Unknown,No,Unknown,Yes,No,Unknown,Small,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,6.4,Unknown,No,Yes,,,0.0
Unknown,Black Sea; North Atlantic Ocean,Large,Unknown,Unknown,Unknown,https://msi.geo.nga.mil/Publications/SDEnroute,Yes,Coastal (Natural),Unknown,UA OCT,Unknown,3276.0,Unknown,Unknown,0.0,Unknown,,Unknown,Unknown,Ukraine,Ukraine -- 43620,Unknown,Unknown,Unknown,,Unknown,Yes,Unknown,0.0,Unknown,0.0,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,III,Unknown,6.4,Port Oktyabrsk,Unknown,Unknown,Unknown,Unknown,9.4,Unknown,46.833333,Unknown,Unknown,43673.0,Unknown,0.0,Unknown,POINT (31.933333 46.833333),Unknown,Fair,0.0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,,Unknown,Yes,Yes,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),Unknown,Unknown,Yes,Unknown,31.933333,Unknown,Unknown,"a1043670, gen10b",0.0,0.0,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Very Small,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,9.4,Yes,Unknown,Unknown,,,0.0
Unknown,North Pacific Ocean,Unknown,Unknown,Unknown,Unknown,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp9/CPB9_WEB.pdf,Unknown,Open Roadstead,Unknown,,Unknown,3277.0,Unknown,Unknown,0.0,Unknown,,Unknown,Unknown,United States,Alaska -- 19080,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,0.0,Unknown,1.2,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,XII,Unknown,4.9,Sanak,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,54.483333,Unknown,Unknown,20090.0,Unknown,0.0,Unknown,POINT (-162.816667 54.483333),Unknown,Fair,0.0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Yes,Unknown,U.S. Coast Pilot 9 - Alaska: Cape Spencer to Beaufort Sea - Beaufort Sea,Unknown,Unknown,Yes,Unknown,-162.816667,Unknown,Unknown,"a2520090, coa25b, gen25b",0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Very Small,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,,16520.0,0.0
