Port Security;World Water Body;Railway;Cranes - Floating;Supplies - Provisions;Communications - Telefax;Publication Link;Facilities - Wharves;Harbor Type;Facilities - Ice Mooring;UN/LOCODE;Entrance Restriction - Ice;OID;Supplies - Fuel Oil;Services - Navigation Equipment;Offshore Maximum Vessel Beam (m);Facilities - Liquid Bulk;IHO S-57 Electronic Navigational Chart;Underkeel Clearance Management System;Pilotage - Advisable;Country Code;Region Name;Quarantine - Pratique;Harbor Use;Facilities - Med Mooring;IHO S-130 Sea Area;Facilities - Dangerous Cargo Anchorage;Lifts - 0-24 Tons;Services - Electrical Repair;Offshore Maximum Vessel Length (m);Facilities - Oil Terminal;Tidal Range (m);Vessel Traffic Service;First Port of Entry;Cranes - Fixed;Supplies - Engine;Estimated Time of Arrival Message;Search and Rescue;Entrance Restriction - Tide;Pilotage - Available;Communications - Radiotelephone;NAVAREA;Quarantine - Other;Anchorage Depth (m);Main Port Name;Facilities - Container;Services - Electricity;Pilotage - Local Assistance;Degaussing;Channel Depth (m);Dirty Ballast Disposal;Latitude;Supplies - Potable Water;Traffic Separation Scheme;World Port Index Number;Quarantine - Sanitation;Maximum Vessel Beam (m);Facilities - Beach Mooring;Communications - Telephone;Shelter Afforded;Oil Terminal Depth (m);Chemical Holding Tank Disposal;Maximum Vessel Draft (m);Supplies - Deck;Cranes Container;US Representative;Facilities - Solid Bulk;Entrance Restriction - Heavy Swell;Communications - Rail;Lifts - 100+ Tons;Alternate Port Name;Facilities - Breakbulk;Facilities - Anchorage;Services - Longshoremen;Sailing Direction or Publication;Facilities - Ro-Ro;Services -Diving;Entrance Restriction - Other;Facilities - Other;Longitude;Repairs;Dry Dock;Digital Nautical Chart;Maximum Vessel Length (m);Offshore Maximum Vessel Draft (m);Supplies - Aviation Fuel;Pilotage - Compulsory;Good Holding Ground;Overhead Limits;Communications - Airport;Tugs - Assistance;Lifts - 50-100 Tons;Supplies - Diesel Oil;Turning Area;Lifts - 25-49 Tons;Harbor Size;Garbage Disposal;Services - Ice Breaking;Facilities - LNG Terminal;Communications - Radio;Services -Steam;Liquified Natural Gas Terminal Depth (m);Cargo Pier Depth (m);Cranes - Mobile;Tugs - Salvage;Medical Facilities;IHO S-101 Electronic Navigational Chart;Standard Nautical Chart;Entrance Width (m);Position
Unknown;"English Channel; North Atlantic Ocean";Unknown;Unknown;Unknown;Yes;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub191bk.pdf&type=view;Yes;Coastal (Breakwater);Unknown;;Unknown;67.0;Yes;Unknown;0.0;Unknown;;Unknown;Unknown;France;France NW Coast -- 35720;Yes;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;7.0;Unknown;Yes;Yes;Unknown;Yes;Unknown;Yes;Yes;Unknown;I;Unknown;23.2;Port Du Havre-Antifer;Unknown;Unknown;Unknown;Unknown;23.2;Yes;49.65;Yes;Unknown;35835.0;Yes;0.0;Unknown;Yes;Fair;23.2;Unknown;0.0;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;;Unknown;Unknown;Unknown;Sailing Directions Pub. 191 (Enroute) - English Channel;Unknown;Unknown;Yes;Unknown;0.15;Unknown;Unknown;a2035840, coa20c, gen20b;0.0;0.0;Unknown;Yes;Yes;No;Yes;Yes;Unknown;Yes;Yes;Unknown;Small;Yes;Unknown;Unknown;Yes;Unknown;0.0;0.0;Yes;Yes;Yes;;37261.0;0.0;49.650000,0.150000,0.000001
Unknown;"Adriatic Sea; Mediterranean Sea; North Atlantic Ocean";Unknown;Unknown;Unknown;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;Yes;Canal or Lake;Unknown;;Unknown;69.0;Unknown;Unknown;0.0;Unknown;;Unknown;Yes;Italy;Italy East Coast -- 40390;Unknown;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;1.0;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Yes;Unknown;III;Unknown;11.0;Porto Di Malamocco;Unknown;Unknown;Unknown;Unknown;11.0;Unknown;45.333333;Unknown;Unknown;40750.0;Unknown;0.0;Unknown;Unknown;Good;12.5;Unknown;0.0;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;;Unknown;Unknown;Yes;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;Unknown;Unknown;Unknown;Unknown;12.316667;Unknown;Unknown;a0940760, coa09c, gen09, h0940750;0.0;0.0;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Yes;Very Small;Unknown;Unknown;Unknown;Yes;Unknown;0.0;7.9;Yes;Yes;Unknown;;54161.0;0.0;45.333333,12.316667,0.000001
Unknown;"Aegean Sea; Mediterranean Sea; North Atlantic Ocean";Small;Unknown;Unknown;Yes;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;Unknown;Coastal (Natural);Unknown;;No;76.0;No;Unknown;0.0;Unknown;;Unknown;Unknown;Greece;Greece East Coast -- 42010;Yes;Unknown;Yes;;Unknown;Unknown;Unknown;0.0;Unknown;0.0;Unknown;Yes;Unknown;Unknown;Yes;Unknown;No;Yes;Yes;III;Unknown;14.0;Stilis;Unknown;Unknown;Unknown;Unknown;3.4;No;38.916667;Yes;Unknown;42440.0;Unknown;0.0;Unknown;Unknown;Fair;0.0;Unknown;0.0;Unknown;Unknown;No;Unknown;No;Yes;Unknown;;Unknown;Unknown;Yes;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;Unknown;Unknown;Yes;Unknown;22.616667;Limited;Unknown;a0942415, coa09d, gen09;0.0;0.0;Unknown;Yes;Yes;No;Unknown;No;Unknown;No;Yes;Unknown;Very Small;Yes;Unknown;Unknown;Yes;Unknown;0.0;4.9;Yes;No;Yes;;54349.0;0.0;38.916667,22.616667,0.000001
Unknown;"Ionian Sea; Mediterranean Sea; North Atlantic Ocean";Unknown;Unknown;No;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;Yes;Open Roadstead;Unknown;GRITA;No;98.0;No;Unknown;0.0;Unknown;;Unknown;Unknown;Greece;Greece West Coast -- 41710;Yes;Unknown;Unknown;;Unknown;Unknown;Unknown;0.0;Unknown;0.0;Unknown;Yes;Unknown;No;Yes;Unknown;No;Unknown;Yes;III;Yes;17.1;Itea;Unknown;Unknown;Unknown;Unknown;9.4;No;38.433333;Yes;Unknown;41820.0;Unknown;0.0;Unknown;No;Poor;0.0;Unknown;0.0;No;Unknown;No;Unknown;No;Unknown;Unknown;Salona;Unknown;Yes;Unknown;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;Unknown;Unknown;No;Unknown;22.416667;;Unknown;coa09d, gen09, h0941820;0.0;0.0;Unknown;Yes;Yes;Yes;Unknown;No;Unknown;No;Yes;Unknown;Very Small;Yes;Unknown;Unknown;Yes;Unknown;0.0;6.4;Unknown;No;Yes;;54288.0;0.0;38.433333,22.416667,0.000001
Unknown;"Adriatic Sea; Mediterranean Sea; North Atlantic Ocean";Small;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;Yes;Coastal (Natural);Unknown;HRDBV;No;99.0;Yes;Unknown;0.0;Unknown;;Unknown;Yes;Croatia;Croatia -- 40877;Yes;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;1.0;Unknown;Yes;Yes;No;Yes;Unknown;No;Yes;Yes;III;Unknown;23.2;Dubrovnik;Unknown;Unknown;Unknown;Unknown;23.2;Yes;42.666667;Yes;Unknown;41550.0;Yes;0.0;Unknown;Unknown;Fair;3.4;Unknown;0.0;No;Unknown;No;Unknown;Yes;Unknown;Unknown;Ragusa;Unknown;Unknown;Yes;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;Unknown;Unknown;Yes;Unknown;18.083333;Limited;Unknown;a0941320, coa09c, gen09, h0941540;0.0;0.0;Unknown;Yes;No;Unknown;Yes;No;Unknown;Yes;No;Yes;Small;Yes;Unknown;Unknown;Yes;Unknown;0.0;3.4;Yes;No;Yes;;54222.0;0.0;42.666667,18.083333,0.000001
Unknown;"Ligurian Sea; Mediterranean Sea; North Atlantic Ocean";Medium;Yes;Unknown;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;Yes;Coastal (Breakwater);Unknown;ITLIV;No;100.0;Yes;Yes;0.0;Unknown;;Unknown;Yes;Italy;Italy West Coast -- 39330;Yes;Unknown;Yes;;Unknown;Unknown;Yes;0.0;Unknown;1.0;Unknown;Yes;Yes;Yes;Yes;Unknown;No;Unknown;Unknown;III;Unknown;7.9;Livorno;Unknown;Yes;Unknown;Unknown;12.5;Unknown;43.542;Yes;Unknown;39590.0;Yes;0.0;Unknown;Yes;Good;7.9;Unknown;0.0;Yes;Unknown;No;Unknown;Yes;Yes;Yes;Leghorn;Unknown;Yes;Yes;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;Unknown;Unknown;Yes;Unknown;10.29;Major;Large;a0839590, coa08k, gen08a, h0839590;0.0;0.0;Unknown;Yes;Unknown;No;Yes;Yes;Yes;Yes;Yes;Unknown;Large;Yes;Unknown;Unknown;Yes;Yes;0.0;4.9;Yes;No;Yes;;53107.0;0.0;43.542000,10.290000,0.000001
Unknown;"Mediterranean Sea; North Atlantic Ocean";Unknown;Unknown;Yes;Yes;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;Yes;Coastal (Breakwater);Unknown;MCMON;No;101.0;Yes;Yes;0.0;Unknown;;Unknown;Yes;Monaco;Monaco -- 39020;Unknown;Unknown;Unknown;;Unknown;Yes;Yes;0.0;Unknown;0.0;Unknown;Yes;Yes;Yes;Yes;Unknown;No;Yes;Unknown;III;Unknown;23.2;Monaco;Unknown;Yes;Unknown;Unknown;7.9;No;43.733333;Yes;Unknown;39025.0;Unknown;0.0;Unknown;Yes;Good;0.0;Unknown;0.0;No;Unknown;Yes;Unknown;No;Yes;Unknown;;Unknown;Yes;Unknown;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;Unknown;Unknown;Yes;Unknown;7.416667;Emergency Only;Unknown;a0838960, coa08k, gen08a, h0839025;0.0;0.0;Unknown;Yes;Yes;Yes;Yes;Yes;Unknown;Yes;Unknown;Unknown;Very Small;Unknown;Unknown;Unknown;Yes;Unknown;0.0;11.0;Yes;Unknown;Yes;;53093.0;0.0;43.733333,7.416667,0.000001
Unknown;North Atlantic Ocean;Large;Unknown;Unknown;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view;Yes;Coastal (Natural);Unknown;ESLCG;No;102.0;Yes;Unknown;0.0;Unknown;;Unknown;Yes;Spain;Spain N Coast -- 37270;Unknown;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;4.0;Unknown;Yes;Yes;Yes;Yes;Unknown;No;Yes;Unknown;II;Yes;12.5;La Coruna;Unknown;Unknown;Unknown;Unknown;17.1;Yes;43.366667;Yes;Unknown;37770.0;Yes;0.0;Unknown;Unknown;Excellent;15.5;Unknown;0.0;Yes;Unknown;Yes;Unknown;Yes;Yes;Unknown;;Unknown;Unknown;Yes;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;Unknown;Unknown;Yes;Unknown;-8.4;Limited;Small;a0837770, coa08c, gen08b, h0837770;0.0;0.0;Unknown;Yes;Unknown;No;Yes;Yes;Yes;Yes;Yes;Yes;Small;Yes;Unknown;Unknown;Yes;Yes;0.0;15.5;Yes;Unknown;Yes;;37506.0;0.0;43.366667,-8.400000,0.000001
Unknown;"Bay of Biscay; North Atlantic Ocean";Unknown;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view;Unknown;River (Natural);Unknown;FRLVE;No;103.0;Yes;Yes;0.0;Unknown;;Unknown;Unknown;France;France West Coast -- 36450;Yes;Unknown;Unknown;;Unknown;Unknown;Yes;0.0;Unknown;10.0;Unknown;Unknown;Unknown;Yes;Yes;Unknown;No;Yes;Unknown;II;Unknown;9.4;Le Verdon;Unknown;Unknown;Unknown;Unknown;12.5;No;45.55;Yes;Unknown;37120.0;Unknown;0.0;Unknown;Unknown;Fair;15.5;Unknown;0.0;Yes;Unknown;Unknown;Unknown;No;Yes;Unknown;;Unknown;Unknown;Yes;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;Unknown;Unknown;Yes;Unknown;-1.05;Emergency Only;Small;a0837190, coa08b, gen08b, h0837120;0.0;0.0;Unknown;Yes;Yes;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Yes;Small;Yes;Unknown;Unknown;Yes;Unknown;0.0;15.5;Yes;Yes;Unknown;;37403.0;0.0;45.550000,-1.050000,0.000001
Unknown;"Ionian Sea; Mediterranean Sea; North Atlantic Ocean";Unknown;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;Yes;Coastal (Natural);Unknown;GRAST;Unknown;104.0;Yes;Unknown;0.0;Unknown;;Unknown;Unknown;Greece;Greece East Coast -- 42010;Unknown;Unknown;Unknown;;Unknown;Unknown;Unknown;0.0;Unknown;0.0;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Yes;III;Unknown;17.1;Astakos;Unknown;Unknown;Unknown;Unknown;0.0;Unknown;38.483333;Yes;Unknown;42345.0;Unknown;0.0;Unknown;Unknown;Fair;0.0;Unknown;0.0;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;;Unknown;Unknown;Unknown;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;Unknown;Unknown;Unknown;Unknown;21.1;;Unknown;coa09d, gen09, h0941747;0.0;0.0;Unknown;No;Yes;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Small;Yes;Unknown;Unknown;Yes;Unknown;0.0;3.4;Unknown;Unknown;Yes;;54285.0;0.0;38.483333,21.100000,0.000001
Unknown;"Ionian Sea; Mediterranean Sea; North Atlantic Ocean";Unknown;Unknown;Unknown;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;Yes;Coastal (Breakwater);Unknown;GRMEL;No;105.0;Yes;Unknown;0.0;Unknown;;Unknown;Yes;Greece;Greece West Coast -- 41710;Yes;Unknown;Unknown;;Unknown;Unknown;Unknown;0.0;Unknown;0.0;Unknown;Yes;Unknown;Unknown;Yes;Unknown;No;Yes;Yes;III;Yes;23.2;Mesolongion;Unknown;Unknown;Yes;Unknown;4.9;No;38.366667;Yes;Unknown;41800.0;Unknown;0.0;Unknown;Unknown;Poor;0.0;Unknown;0.0;Unknown;Unknown;No;Unknown;No;Yes;Unknown;;Unknown;Yes;Yes;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;Unknown;Unknown;Yes;Unknown;21.416667;Limited;Unknown;a0941850, coa09d, gen09;0.0;0.0;Unknown;Unknown;Unknown;No;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Very Small;Unknown;Unknown;Unknown;Yes;Unknown;0.0;4.9;Unknown;No;Yes;;54287.0;0.0;38.366667,21.416667,0.000001
Unknown;"Aegean Sea; Mediterranean Sea; North Atlantic Ocean";Unknown;Unknown;Yes;Yes;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;Unknown;Coastal (Natural);Unknown;GRAND;No;109.0;Unknown;Unknown;0.0;Unknown;;Unknown;Unknown;Greece;Kikladhes -- 42870;Unknown;Unknown;Unknown;;Unknown;Unknown;Unknown;0.0;Unknown;0.0;Unknown;Yes;Unknown;Unknown;Yes;Unknown;No;Unknown;Unknown;III;Unknown;11.0;Andros;Unknown;Unknown;Unknown;Unknown;11.0;No;37.833333;Yes;Unknown;42890.0;Unknown;0.0;Unknown;Yes;Fair;0.0;Unknown;0.0;Unknown;Unknown;No;Unknown;No;Unknown;Unknown;Kastron;Unknown;Unknown;Unknown;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;Unknown;Unknown;Yes;Unknown;24.95;Unknown;Unknown;coa09d, gen09, h0942890;0.0;0.0;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Very Small;Unknown;Unknown;Unknown;Unknown;Unknown;0.0;1.8;Unknown;Unknown;Yes;;54330.0;0.0;37.833333,24.950000,0.000001
Unknown;North Atlantic Ocean;Small;Unknown;Unknown;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view;Yes;River (Natural);Unknown;PTDOU;No;110.0;Yes;Yes;0.0;Unknown;;Unknown;Yes;Portugal;Portugal -- 37930;Yes;Unknown;Unknown;;Unknown;Yes;Yes;0.0;Unknown;7.0;Unknown;Yes;Yes;Unknown;Yes;Unknown;No;Unknown;Yes;II;Yes;15.5;Oporto;Unknown;Yes;Unknown;Unknown;3.4;Yes;41.15;Yes;Unknown;37960.0;No;0.0;Unknown;Unknown;Good;0.0;Unknown;0.0;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;Douro;Unknown;Unknown;Yes;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;Unknown;Unknown;Yes;Unknown;-8.666667;Limited;Unknown;a0837950, coa08d, gen08b, h0837950;0.0;0.0;Unknown;Yes;No;Yes;Yes;Yes;Unknown;Yes;No;Unknown;Very Small;Yes;Unknown;Unknown;Yes;No;0.0;4.9;Yes;No;Yes;;51109.0;0.0;41.150000,-8.666667,0.000001
Unknown;"Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean";Small;Unknown;Unknown;Yes;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;Yes;Canal or Lake;Unknown;ITFCO;No;116.0;No;Unknown;0.0;Unknown;;Unknown;Yes;Italy;Italy West Coast Cont -- 39730;Yes;Unknown;Yes;;Unknown;Unknown;Unknown;0.0;Unknown;0.0;Unknown;Yes;Unknown;Unknown;Yes;Unknown;No;Yes;Unknown;III;Unknown;23.2;Fiumicino;Unknown;Unknown;Unknown;Unknown;3.4;Yes;41.772;Yes;Unknown;39820.0;Unknown;0.0;Unknown;Yes;Fair;1.8;Unknown;0.0;Unknown;Unknown;No;Unknown;Yes;Yes;Unknown;Rome;Unknown;Unknown;Unknown;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;Unknown;Unknown;Yes;Unknown;12.214;Limited;Unknown;a0939830, coa09b, gen09;0.0;0.0;Unknown;Yes;Yes;Yes;Yes;Yes;Unknown;No;No;Unknown;Small;Yes;Unknown;Unknown;Yes;Unknown;0.0;3.4;Yes;Unknown;Yes;;53147.0;0.0;41.772000,12.214000,0.000001
Unknown;"Mediterranean Sea; North Atlantic Ocean";Unknown;Unknown;Yes;Yes;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;Unknown;Open Roadstead;Unknown;CYDHK;No;124.0;Yes;Yes;0.0;Unknown;;Unknown;Unknown;Cyprus;Cyprus -- 44890;Yes;Unknown;Unknown;;Unknown;Unknown;Yes;0.0;Unknown;0.0;Unknown;Yes;Unknown;Unknown;Yes;Unknown;No;Yes;Unknown;III;Unknown;23.2;Dhekelia;Unknown;Unknown;Yes;Unknown;9.4;No;34.966667;Yes;Unknown;44965.0;Yes;0.0;Unknown;Yes;Poor;12.5;Unknown;0.0;Unknown;Unknown;No;Unknown;No;Unknown;Unknown;;Unknown;Unknown;Unknown;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;Unknown;Unknown;Yes;Unknown;33.716667;;Unknown;a1044960, coa10d, gen10b, h1044960;0.0;0.0;Unknown;Yes;Yes;Unknown;Yes;Yes;Unknown;Yes;Unknown;Unknown;Very Small;No;Unknown;Unknown;Yes;Unknown;0.0;6.4;Unknown;No;Yes;;54462.0;0.0;34.966667,33.716667,0.000001
Unknown;"Mediterranean Sea; North Atlantic Ocean";Unknown;Unknown;Unknown;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;Unknown;Open Roadstead;Unknown;TRUZE;Unknown;131.0;Unknown;Unknown;0.0;Unknown;;Unknown;Unknown;Turkey;Turkey Asia -- 44360;Yes;Unknown;Yes;;Unknown;Unknown;Unknown;0.0;Unknown;0.0;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;III;Unknown;18.6;Antalya Offshore Terminal;Unknown;Unknown;Unknown;Unknown;0.0;No;36.816667;Yes;Unknown;44808.0;Unknown;0.0;Unknown;Yes;Poor;20.1;Unknown;0.0;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;;Unknown;Yes;Unknown;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;Unknown;Unknown;Yes;Unknown;30.6;;Unknown;a1044820, coa10c, gen10b, h1044820;0.0;0.0;Unknown;Yes;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Very Small;Unknown;Unknown;Unknown;Unknown;Unknown;0.0;0.0;Unknown;Unknown;Yes;;54423.0;0.0;36.816667,30.600000,0.000001
Unknown;"Mediterranean Sea; North Atlantic Ocean";Unknown;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;Yes;Coastal (Breakwater);Unknown;TRAYT;No;132.0;Yes;Unknown;0.0;Unknown;;Unknown;Unknown;Turkey;Turkey Asia -- 44360;Yes;Unknown;Yes;;Unknown;Yes;Unknown;0.0;Unknown;1.0;Unknown;Yes;Yes;Unknown;Yes;Unknown;No;Yes;Unknown;III;Yes;20.1;Antalya;Unknown;Unknown;Unknown;Unknown;6.4;Yes;36.833333;Yes;Unknown;44820.0;Yes;0.0;Unknown;Unknown;Poor;17.1;Unknown;0.0;Unknown;Unknown;No;Unknown;No;Unknown;Unknown;Adalia;Unknown;Yes;Yes;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;Unknown;Unknown;Yes;Unknown;30.616667;Limited;Unknown;a1044820, coa10c, gen10b, h1044820;0.0;0.0;Unknown;Yes;Yes;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Small;Yes;Unknown;Unknown;Yes;Unknown;0.0;4.9;Yes;Unknown;Yes;;54423.0;0.0;36.833333,30.616667,0.000001
Unknown;"Aegean Sea; Mediterranean Sea; North Atlantic Ocean";Unknown;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;Yes;Coastal (Natural);Unknown;GRACL;Unknown;137.0;Yes;Unknown;0.0;Unknown;;Unknown;Unknown;Greece;Greece East Coast -- 42010;Yes;Unknown;Unknown;;Unknown;Unknown;Unknown;0.0;Unknown;0.0;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;III;Unknown;23.2;Achladi;Unknown;Unknown;Unknown;Unknown;0.0;Yes;38.9;Yes;Unknown;42434.0;Unknown;0.0;Unknown;Unknown;Fair;0.0;Unknown;0.0;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;;Unknown;Yes;Yes;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;Unknown;Unknown;Yes;Unknown;22.816667;Limited;Unknown;a0942415, coa09d, gen09;0.0;0.0;Unknown;Yes;Yes;Yes;Unknown;Unknown;Yes;Yes;Unknown;Unknown;Very Small;Yes;Unknown;Unknown;Yes;Unknown;0.0;15.5;Yes;Unknown;Yes;;54349.0;0.0;38.900000,22.816667,0.000001
Unknown;North Atlantic Ocean;Unknown;Unknown;Unknown;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view;Unknown;Coastal (Breakwater);Unknown;PTLDP;Unknown;138.0;Unknown;Unknown;0.0;Unknown;;Unknown;Yes;Portugal;Acores -- 38060;Unknown;Unknown;Unknown;;Unknown;Unknown;Unknown;0.0;Unknown;0.0;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;II;Unknown;23.2;Lajes;Unknown;Unknown;Unknown;Unknown;1.8;Unknown;38.4;Unknown;Unknown;38083.0;Unknown;0.0;Unknown;Unknown;Unknown;0.0;Unknown;0.0;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;;Unknown;Unknown;Unknown;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;Unknown;Unknown;Unknown;Unknown;-28.266667;Unknown;Unknown;coa08g, gen08c;0.0;0.0;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Very Small;Unknown;Unknown;Unknown;Unknown;Unknown;0.0;0.0;Unknown;Unknown;Unknown;;51061.0;0.0;38.400000,-28.266667,0.000001
Unknown;"Mediterranean Sea; North Atlantic Ocean";Medium;Yes;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;Yes;Coastal (Breakwater);Unknown;ESALC;Unknown;139.0;Yes;Yes;0.0;Unknown;;Unknown;Unknown;Spain;Spain SE Coast -- 38340;Yes;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;0.0;Unknown;Yes;Yes;Unknown;Yes;Unknown;Unknown;Yes;Unknown;III;Unknown;11.0;Alicante;Unknown;Unknown;Unknown;Unknown;14.0;No;38.333333;Yes;Unknown;38440.0;Yes;0.0;Unknown;Yes;Fair;0.0;Unknown;0.0;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;;Unknown;Unknown;Yes;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;Unknown;Unknown;Yes;Unknown;-0.483333;;Unknown;a0838440, coa08i, gen08b, h0838440;0.0;0.0;Unknown;Yes;Yes;Unknown;Yes;Yes;Unknown;Yes;Unknown;Yes;Medium;Yes;Unknown;Unknown;Yes;No;0.0;14.0;Yes;Unknown;Yes;;52084.0;0.0;38.333333,-0.483333,0.000001
Unknown;"Aegean Sea; Mediterranean Sea; North Atlantic Ocean";Small;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;Yes;Coastal (Breakwater);Unknown;GRHER;No;140.0;No;Unknown;0.0;Unknown;;Unknown;Yes;Greece;Kriti -- 43080;Yes;Unknown;Yes;;Unknown;Yes;Yes;0.0;Unknown;1.0;Unknown;Yes;Yes;Unknown;Yes;Unknown;No;Unknown;Yes;III;Unknown;23.2;Iraklion;Unknown;Yes;Unknown;Unknown;7.9;No;35.35;Yes;Unknown;43130.0;Unknown;0.0;Unknown;Unknown;Good;9.4;Unknown;0.0;Unknown;Unknown;No;Unknown;No;Unknown;Yes;"Candia; Megalo Kastron";Unknown;Yes;Yes;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;Unknown;Unknown;Yes;Unknown;25.15;Limited;Unknown;a0943130, coa09d, gen09, h0943130;0.0;0.0;Unknown;Yes;Unknown;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Medium;Yes;Unknown;Unknown;Yes;Unknown;0.0;7.9;Yes;Yes;Yes;;54314.0;0.0;35.350000,25.150000,0.000001
